,applicantId,creator,businessSize,businessName,isValid,patentId,patentNumber,productName,hasRepresentative,patentNature,hasPublication,hasExam,numExams,numReps,numPubs
10,1d35b55a-0d1c-4c0a-b63b-cf7b6354740f,"""Janice Joplin""",Small,"""Pineapple inc""",Unknown,8cf567c0-4ad9-4dcc-b856-60cf9fe31b09,bc9d2055-e026-46a3-898e-a76269664da7,"""Pineapple cutter""",0,Material,0,0.0,0.0,0.0,0.0
11,2093b635-e0a5-4430-b390-01d5b4131e4f,"""John Leopard""",Large,Apple,Valid,f794ea66-81ec-4c96-8d99-577cbbcac921,7846bd81-4cbf-4609-b29e-c255a74b6daf,"""Apple Watch 6""",1,Structural,0,0.0,0.0,1.0,0.0
12,228765aa-00a0-4565-9f10-3a57cb31bc01,"""Carl Carlie""",Large,"""Big Carl's Cars""",Valid,8da8b937-02f2-4b54-8713-7ef4e8df6584,ebd9b383-52f7-4106-94d7-d6be773d0360,"""Sizing Car""",1,Material,0,1.0,1.0,0.0,0.0
13,228d4dde-d88a-438e-ab26-3bdd4cd10b06,"""Henry Ford IV""",Large,"""Ford Motor Company""",Valid,34e3564b-9498-41a4-925d-3f1d6c40659b,b0deddf9-31fe-462d-a297-dfa0bb22628b,"""Mustang Mach-e""",1,Chemical,1,0.0,0.0,1.0,1.0
14,25833e0d-22c8-4570-9799-50cb0fdec41c,"""Elon Musk""",Large,Tesla,Valid,eb214660-1920-4e22-89d7-2ac72290a028,38940a14-1f79-4ebd-a32c-280db99c6695,"""RH-Drive Tesla Model 4""",1,Structural,0,1.0,1.0,1.0,0.0
15,28c9dfdd-42b3-45a1-a7b3-464f0bed6754,"""Jannie Malkinson""",Small,Popsecret,Valid,5ecac62b-7e59-4439-9408-568cb57f3281,cda72e39-531e-4994-b42b-466fedb3e4dc,Poppyjack,0,Material,0,0.0,0.0,0.0,0.0
16,2d5a06dd-dd92-4d3b-9fac-48dcfafb8d98,"""George Costanza""",Medium,,Valid,70cd77e4-e755-4b1d-b973-bb6a4cf01798,10f7c6a2-fe2f-4de9-a9a7-c97d1af46bfd,Knife,0,Material,0,0.0,0.0,0.0,0.0
17,2e8414a7-7b1e-4702-8fd6-0d2ff84a108b,Bezos,Independent,Jeff,Valid,5cbaa214-e635-43cc-af37-00f6983338b5,5e7097d2-87f0-4510-8b64-f9b15db69f41,"""Aluminum Foil""",0,Material,0,0.0,0.0,0.0,0.0
18,2ff41b8a-3479-4682-b1a4-7dca45ab00dc,"""Anjali Melton""",Independent,JumpXS,Valid,2c462afd-2fe7-4115-9b21-7e4e8d7ad3f8,e5bafe2a-816c-431f-87d8-6d1c8aa288b5,"""Life-saving invention""",0,Material,0,1.0,1.0,0.0,0.0
19,32a17235-db30-4926-be8a-dc87c7676e7d,"""Steve Jobs""",Large,"""Apple Inc.""",Unknown,122b3b4c-a3fa-4f4f-941e-14dfd0f9504c,b1599e9c-c3dd-409d-b533-b5c1aa536c23,iPhone,0,Structural,0,0.0,0.0,0.0,0.0
20,33d8134c-85cf-480a-b03c-5ffd0c813b26,"""Madison Beer""",Medium,"""Natural Medicine Inc.""",Valid,0a5b39ca-5b53-40b3-8f82-37e4e3265c71,c9ea1d72-5381-4dd7-82f9-7a2a458284a5,Antephemin,1,Chemical,1,1.0,1.0,1.0,1.0
21,34f1fbb8-5aeb-4a71-87cf-0a6a4bce282c,"""Nancy Grace""",Independent,,Valid,59d102f2-30ac-4d8c-a2fe-bfcfdcc92b37,1935b5df-2b3b-40f6-b199-0fcadac2e141,"""Color Changing Nail Polish""",1,Structural,1,1.0,1.0,1.0,1.0
22,38cc41a3-1387-4d40-8521-77e501f126a4,"""Micky Mouse""",Small,"""Big Mouse Traps""",Invalid,0ee7ed00-4cde-463c-88f1-69539f1f4cfe,37e9c15e-15f4-498d-b732-5027bab09509,MouseTrap,1,Material,0,1.0,1.0,0.0,0.0
23,3cf40d24-05d2-4dbf-be30-e36dd07d59e5,"""Hannah Baldwin""",Large,"""Phone case""",Valid,344c8166-c54e-4023-aec1-a80586e0bafe,4dea4b3a-8306-45ae-8e5e-2982db5e6d68,"""phone case material""",1,Material,1,1.0,1.0,1.0,1.0
24,42af8d91-3766-4a33-890a-e67739adf2d4,"""John Goodell""",Small,"""BIC Inc.""",Unknown,86da14fe-4e6c-4046-8276-0871f63db9b1,d154c0ab-cc07-4110-90eb-e9c3eb06f383,"""Scented Pencils""",0,Chemical,1,0.0,0.0,0.0,0.0
25,4740e754-c0b8-4938-b40c-cfc0daf2b489,"""John Muster""",Small,"""Better Websites Inc.""",Valid,bcfda32b-9716-4bb2-84f2-029a4ba2dc6b,3d04e0a1-86b9-4504-85e1-231d2e8a01fe,"""Webform 3.0""",0,Material,0,0.0,0.0,0.0,0.0
26,489e66f6-5e3a-40dc-bb10-1d79b8f8b47a,"""Jerry Seinfeld""",Large,"""City Constructions""",Valid,7e2de9d8-60a2-47e0-99bf-07ee63b66cd6,c3858407-d2b0-420a-a265-e098041b4493,Tunnel,0,Structural,0,0.0,0.0,1.0,0.0
27,49b39852-5958-4bf8-b93e-aa960fa7fca7,"""Monte Ellis""",Large,MonUMen,Valid,6c1f299d-9df1-4ac7-bf97-7893625f50c9,4563696f-8c2c-446d-9b8f-670a081322bf,"""Tipping Monument""",1,Structural,0,1.0,1.0,0.0,0.0
28,4e5c06b5-72ff-4614-94a3-c62768e0f2e4,"""George Orwell""",Small,"""Mystic Dockers Inc.""",Valid,305a9329-9bd1-440c-af9c-6e213c063f10,e0604915-1520-426f-b42d-0233de09d895,"""Mystic Docking Hub""",0,Structural,1,0.0,0.0,0.0,1.0
29,4e7497a6-e49c-4993-b37e-e3ed6f74b285,Katya,Small,Sam,Valid,2b38d544-02bc-452c-a594-62649444a7f1,8de45bdb-ad7e-4a06-8810-911e39246452,Cup,0,Material,0,0.0,0.0,0.0,0.0
30,522e37c1-c740-4283-9627-36c664865bde,Katya,Medium,"""Make-up Forevr""",Valid,336bc5b1-63b8-4a00-a5e2-3a2bc116e9a8,6faabd2b-1237-4f92-9cac-ff4d73f36f11,"""Lipstick Formula""",0,Chemical,1,0.0,0.0,0.0,1.0
32,57e9dc75-9b81-4fce-9456-8b52559f6389,Katywu,Independent,"""Bright lights company""",Valid,633d3db0-2a3c-4b5c-bc4d-ea08ac0e52a1,98d05784-8f88-4ca4-9e7e-be1504ebef9c,Spotlight,0,Material,0,1.0,1.0,0.0,0.0
33,5826dc0c-3be8-49dd-9029-6e6274dbc447,Katya`,Small,"""Herbal Chemical""",Valid,db6bfbd5-8cfb-41df-8436-b4ea19d8601b,d211a701-2d6e-428f-a677-b826e83958ac,Bleach,0,Chemical,1,0.0,0.0,0.0,1.0
34,5cb5a6cb-7668-4e4c-a981-111aed9f9c40,"""Karen Stewart""",Large,"""School Supplies Inc.""",Valid,86a1adb9-733c-4009-8ffc-e4b8fe03a5ff,2aca3566-3b58-4db9-8d49-812f3258207f,Lead,1,Material,0,1.0,1.0,1.0,0.0
35,683c39ed-856b-4c78-91b3-7808407fd812,"""Joe Haansen""",Large,"""Haansen Pharmaceuticals""",Valid,24a456b8-e0d8-477f-a119-55f7b2d576e2,56eb64b9-7cec-442f-903c-58f548ec2e5f,"""Sodium Di-Ethyl""",1,Chemical,1,1.0,1.0,1.0,1.0
36,6a161bc8-884d-44dd-8136-32bb4a6c0e13,"""Tom Handler""",Large,Apple,Valid,d1e1d629-2f4c-4e51-9c19-02d9fc7699b5,291c620a-fe46-4f06-bdb6-e6825bbcea50,"""Iphone 11s""",1,Structural,0,0.0,0.0,1.0,0.0
37,6d38d30c-c2c0-445e-a1ce-f9853e26a3a0,Katya,Large,"""Recycled Fabrics Inc""",Unknown,8263fa69-0e10-4773-b3fa-0aea1e36fb22,cc880bb3-5994-4072-9dd9-f41a57a09ea3,Paper,1,Material,0,0.0,0.0,1.0,0.0
38,6f69dc6b-944b-448b-91c1-378eca76e7ca,KAtya,Independent,"""Cellphone makers """,Unknown,f0873365-99ea-49b1-80a1-a2a31c1827b5,07404c93-9a61-44c4-8e38-7d4c740c8243,Cellphone,0,Material,0,0.0,0.0,0.0,0.0
39,71191220-f6dd-4f7b-85c3-7f26445651ce,"""May Kurt""",Large,"""Paper & Office Supplies Inc. """,Valid,89872535-08e9-4e27-a98d-a782b925a7c5,9e47877a-2bf5-4910-bbe4-79a973c1f690,"""Sticky Notes Paper""",0,Material,0,0.0,0.0,0.0,0.0
40,773c6dcb-dd27-4f09-b915-3158b55449b6,"""Henry Ford IV""",Large,Ford,Valid,29a736ac-b64c-4bc6-918a-ae0e95623b09,1129ffe5-9504-43b5-89b0-94ee1b2c2338,"""RH-drive Mustang Mache-e""",1,Structural,0,0.0,0.0,1.0,0.0
41,79c6c734-825c-40ff-88fc-3d684a0838a6,"""Samuel Han""",Independent,GumPower,Valid,2eca1247-d3c2-44f1-aa44-95c4a6aae1fe,2cf19287-26a4-41be-9237-a4f8fd1ef043,"""Stronger Teeth Gum""",0,Chemical,0,1.0,1.0,0.0,0.0
42,7e29f0d8-0d1b-4b82-90e7-df47b8f73908,"""Teddy Sham""",Medium,"""ShamWOW Inc.""",Valid,d1dbc4a7-2023-408b-85b4-3fc85c409022,7c22b15b-ac10-40bd-a663-ac5d72ad8260,"""ShamWOW 2.0""",0,Material,1,1.0,1.0,0.0,1.0
43,848621ec-2ca9-4593-a00d-5a2475e658a6,"""Jane Doey""",Independent,,Valid,7371c03e-0a58-4652-8a1b-c84ac1969df8,e97147d0-f681-4207-82dd-95ce83d878dc,Olympicene,0,Chemical,0,0.0,0.0,0.0,0.0
44,865a8d0b-48e6-419a-b69d-06ef4783bfbf,"""Kendra Venkat""",Small,"""Sharpie Inc. """,Valid,bd979d4c-4c3a-4087-bcd2-189aa4d1ea3a,d5ba273d-2eb7-4b08-98cc-c6735807d514,"""Doublesided Tape""",0,Structural,0,0.0,0.0,0.0,0.0
45,895ec211-2de4-448f-baa2-33df673299d4,"""Linda Holt""",Large,Goodyear,Valid,b5ab8834-a676-4562-adcd-0e3ed15b54c4,651f648c-02d9-4761-a5eb-aa1dbf1ac6f6,"""Run-Flat Tires 2.0""",1,Material,0,0.0,0.0,1.0,0.0
46,89f89297-6439-48fb-b4e7-7c1f30024650,"""Jemma Long""",Medium,"""material inc""",Valid,9ab811d4-ce1c-40bb-84c8-07683435fd19,91d2d148-e2cb-4365-8506-77007621c535,"""Water hose material""",0,Material,0,0.0,0.0,0.0,2.0
47,90e92276-8593-4b0a-9d57-9c8e4d224db8,"""Kom Kompter""",Small,KomputerWrld,Valid,a0b7bb96-30ad-4a7c-ada3-aa59c89d6b20,a1f98fea-4955-43be-9bdc-3fcaebaefdfb,"""Flying Computers""",0,Material,1,1.0,1.0,0.0,1.0
48,93d2a6dd-0e19-4861-8660-7473fd04bd6b,"""Keandre Williams""",Independent,"""Plushy stuffs""",Valid,14678efd-01a5-4595-adee-91929ac74293,6d114d17-9d6f-4b81-8307-717ef33391e2,Plushy,0,Material,1,0.0,0.0,0.0,1.0
49,99cb71ac-ca40-41f1-aa70-2a326ff1558e,Katya,Medium,"""Markers Co.""",Valid,58052a3f-2726-4b76-af0c-336b030e1646,85314c5f-274d-47ee-a7ad-d6e253c633c1,"""Highlighter Ink""",0,Chemical,1,1.0,1.0,0.0,1.0
50,9a65faad-6d3a-4033-9ee6-6187e385cb64,"""Bailey Peachman""",Independent,"""Thermos Inc""",Valid,2429611d-be58-4a6e-ab90-e9fcf861f108,792c5059-e774-4ff6-b97c-eba4fe7a1fe2,Thermos,0,Material,0,0.0,0.0,0.0,0.0
51,9f80832c-57b5-4c06-ab9f-63f8dfdf1e3e,"""Frank Bellow""",Small,"""Adhesives Inc.""",Valid,4477b40d-6eb6-42b8-8306-7314ee7f0bd9,f5110aef-a2e3-411f-9bcb-f6b4c1042007,"""Sticky Adhesive""",0,Chemical,1,0.0,0.0,0.0,1.0
52,a1325f18-0dc5-43c9-a85e-8f4e0075b7dd,Darryl,Large,"""Peabody Coal""",Valid,242f2ac2-c0ae-4b12-9024-e5b85aeab83c,7a909390-5808-45c2-9d2c-f1845c7bcd94,Train,1,Material,0,1.0,1.0,1.0,0.0
53,a17fe900-3103-455a-8373-17cfbe6c6313,"""Kathleen James""",Large,"""Bath & Body Works Inc. """,Valid,8d492a2c-bac3-4e7f-a21e-dbbf2bea35ba,b5a80c96-c290-478a-a697-efebe7e929ff,"""Shea Butter""",1,Material,1,1.0,1.0,1.0,1.0
54,a1b8b169-5fc4-4cd4-8bdb-30abbb5abcec,"""Bob Bare""",Large,BuildTheBear,Valid,1c3aec40-205c-479b-8031-5e1e0dc2e5de,8335cd43-cf5b-4f14-b2db-1f79aeac3bc3,"""Fighting Teddy Bear""",1,Material,0,1.0,1.0,0.0,0.0
55,a415de86-87a9-4e80-9648-296b93820065,"""Jane Pillowsford""",Large,"""MicroSert Computers Int. Corp.""",Valid,18692fee-ad58-4f7d-845e-f1e426986b70,2d4fb746-ff04-47d9-9378-45d83bcf2c83,"""Desktop Monitor""",1,Structural,0,1.0,1.0,1.0,0.0
56,a6a07082-67e6-4b93-aae4-f657e79c52a0,"""Mandy Kibble""",Medium,"""Jackson Pharmaceuticals""",Valid,347e0bed-dffd-4f54-8c26-3d03f40a1f06,1aa6b6ca-f766-4969-8d29-baf8d3093860,Amoxil,1,Chemical,1,1.0,1.0,1.0,1.0
57,a96cb1b8-14c9-43a8-ae68-cb422e908098,"""Bo Leball""",Medium,"""Bowl America Inc. """,Valid,03d71bbb-ac47-459d-8eba-ce781fbdde14,0789f2cb-3442-4abe-82d4-cbf055c37a19,"""Bowling Ball""",1,Structural,0,1.0,1.0,1.0,0.0
58,a9ba4590-4ffc-458a-bb63-ddb15a11add0,katy,Small,"""Tiny Battery Co.""",Valid,53ea5837-955f-4f4a-bf03-8f0a38ce8193,4219c849-fad3-4643-a910-5e90c86d5709,Batteries,0,Chemical,0,0.0,0.0,0.0,0.0
59,aaeeb405-2984-42a5-8627-0508ec39d9b0,"""Katie Ott""",Large,"""Focus Medical Clinic & Pharmacy""",Valid,9e9e06e2-a64c-4640-a25e-13b999670ab5,800e0794-666f-4d9a-a221-14f3cf3c583d,Adderall,1,Chemical,1,1.0,1.0,1.0,1.0
60,aedb88fb-88f0-4431-a992-7b50abcdd0ca,"""Jacob Boznic""",Medium,"""John Deere""",Unknown,c9d47354-2dc0-4e0f-a078-4ec2e77e2185,526655aa-1fd9-43cf-b86a-35de8d2c529b,"""Tractor engine""",0,Material,1,1.0,1.0,0.0,0.0
61,af4f38ea-9fef-4877-b498-373cc8a61a5a,"""Hannah Blake""",Large,Cordy,Valid,724b4716-3e94-4e68-8725-4a72b2d1394c,fb1ca8da-0087-484b-8779-308807e643c1,Cord-away,1,Material,0,0.0,0.0,1.0,0.0
62,b4dfb89e-5251-45f5-bba6-a69e3875d49f,"""Reeva Kerr""",Independent,Zoonoodle,Valid,1dd76b82-fc89-4c0d-99d7-7a2cc1684e6b,b8799b62-d1f8-4624-86f5-4a02e9e8344e,"""Rubber shoes for horses’ health""",0,Material,0,1.0,1.0,0.0,0.0
63,b57c0817-38a8-46cb-b269-c4df16cb4401,Katya,Large,"""Building stuff Inc""",Valid,12fdd241-5af1-44cd-9167-35c7d6749357,8baa43ad-8108-4468-ba35-d952a05a5bbf,Skyscraper,1,Structural,0,0.0,0.0,1.0,0.0
64,b5fc6dde-eebc-4da0-b64f-8b61e2d0338f,"""Pen Tell""",Large,PenTellers,Valid,fbd4bd12-aad1-4607-aa9d-3220d4aef824,f25bec70-21de-49df-99d0-9d619e27036a,"""Automated Pen""",1,Material,1,1.0,1.0,0.0,2.0
65,b9311ef4-0521-4272-980b-4a71bba02105,"""Elon Musk""",Large,tesla,Invalid,862a7aaa-b533-4d90-bcd5-fcb33b0afe57,3148e592-0168-4cda-af6f-a6aff5bfdab0,"""Tesla Battery Pack""",0,Structural,0,0.0,0.0,0.0,0.0
66,ba2cce4d-7efa-46d8-ace3-380106f00830,"""Guillere Cartier""",Large,"""Cartier Inc.""",Invalid,c37d0a04-27c5-4821-896d-8cf83193002b,7dbdab55-0c37-4b74-9495-0e05c2ebb940,Rings,0,Structural,0,0.0,0.0,0.0,0.0
67,babd12a5-5e5b-46a7-92de-1773764b82c4,"""Elon Musk""",Large,Tesla,Valid,0e7dc220-cc97-45a8-8947-4536047cc320,84a1aaf6-f5ff-4a7a-bbb5-2b320016c43d,"""Tesla Model 4""",1,Structural,0,1.0,1.0,1.0,0.0
68,bb757fa1-e353-4c9d-9774-58aac89ba312,"""Fal Facial""",Medium,Facers,Unknown,790f3919-e920-482a-9314-f7250c461807,2da8e5ef-5452-44a7-af71-8b69d63ef1c9,HydroMask,0,Chemical,0,1.0,1.0,0.0,0.0
69,be655cda-ff80-456a-9f63-518a6cbd9021,"""Zo Zoomer""",Small,ZoomZoom,Valid,7cc43122-145b-483c-98b4-998cba8527a0,a96bbfe1-b4a4-417b-81a8-5d53d85c08f4,"""Zooming Escalators""",0,Structural,0,1.0,1.0,0.0,0.0
70,c509f4f3-24ae-4398-b4f9-248456276944,"""John Blender""",Medium,"""Blender Bottle Inc.""",Valid,fa33d8c0-9091-4b83-8873-41e5e43392c9,92ca6679-f944-48cd-8097-25049169e5cb,"""Metal Mixer Ball""",1,Structural,0,0.0,0.0,1.0,0.0
71,c76f616d-3831-4c7a-bc63-e420e4f02eda,"""Sheila Patrick""",Large,"""Gumdrop Inc.""",Unknown,1f25cae1-934b-4712-81ba-9d91fb7d32ee,4cd0fa9f-8f64-4aa7-80b3-1dfe926a28b8,Gumdrops,1,Structural,1,1.0,1.0,1.0,1.0
72,d61fe2d3-ddbd-4ad9-9e10-d9c54982fa6e,"""Tom Joykins""",Medium,"""FenceTon LLC""",Valid,8349df23-8a96-44bd-9c82-ad66c5dc51e9,8017a76d-9a92-4a92-b578-2722274306c5,"""Automated Fence""",0,Structural,0,0.0,0.0,0.0,0.0
73,e1b6255a-2ef3-49d9-903d-01e17aa47383,"""Samantha Stevens""",Medium,Brightylighty,Valid,83e913e6-522e-49e0-816f-3e31faedccba,2913260b-d0ca-431d-81ef-d80eab48a677,Flashlight,0,Material,0,0.0,0.0,0.0,0.0
74,e27c73b1-7b2b-49cd-a4a0-a1b68be0fc21,"""Samuel Han""",Medium,"""Car Innov@torZZZ""",Valid,a14dc1c3-026b-4cb4-8b26-b6720fcdea88,9f1f0d0c-5d16-437c-9b8a-5e7b95e5f1e1,"""Flaming Cars""",0,Material,1,1.0,1.0,0.0,1.0
75,e35b231b-b012-4636-b516-1d0a273a82f8,"""The devil""",Medium,Monsanto,Valid,ff978515-cb6a-46d0-a525-4f4438acba7f,a6efc294-3a9f-46f0-896d-3c91da2d2595,"""Corn Plant""",0,Chemical,0,0.0,0.0,0.0,1.0
76,e68a41f9-fa5b-4aed-ae20-18b74a71d061,"""Hope Wisely""",Small,"""Indigo Colors Inc.""",Valid,e4246c00-37f9-413a-a0c1-bb3bda5e9604,f2c3170d-3c3d-416d-8aad-ebdd2079eae0,"""Indigo Food Coloing""",0,Chemical,1,0.0,0.0,0.0,1.0
77,e8708ee9-f628-428d-994b-899d9d90ca47,"""Jonah Antonian""",Large,"""Tech Innovations Inc.""",Valid,2b55f8a1-53b8-4c68-9a3d-261604d4a3db,5bfcf313-9e15-475e-90d4-72d33d446a39,"""Bluetooth Mouse""",1,Structural,1,1.0,1.0,1.0,1.0
78,ebf6a840-32d2-41cd-af7d-2e75ae8a3f2e,"""Joe Shmorm""",Large,"""Farming Inc.""",Unknown,09a4153e-859f-4fdc-a1cc-2a7c9fa87bdd,4949c851-b24f-4244-bc97-d04fce9b4271,"""Corn Harvester""",0,Structural,0,0.0,0.0,0.0,0.0
79,f63cd5dc-f124-4816-ae16-5e10343f2a69,"""Michael Pam""",Large,"""Scranton Paper & Ink Co.""",Valid,49bca521-149c-408d-8e01-d678f00c0821,0d4e8933-d1c4-484c-a127-c9acd1ff38ca,"""Disappearing Ink""",1,Material,1,1.0,1.0,1.0,1.0
80,f81ef25d-d96d-4db7-a1c0-76005a7dfa6c,"""Samuel Han""",Medium,"""Car Innov@torZZZ""",Valid,409491f7-3f96-4453-9a0b-5c7cd7f6a937,07c58b16-4d5a-4825-8441-4e7f6801ab34,"""Flying Car""",0,Material,1,1.0,1.0,0.0,1.0
81,f897689a-7bfe-4e83-ba98-d5696600f926,"""Chris Mamba""",Small,"""Cool Designs Inc.""",Valid,bf4653f3-b4e7-42f1-956a-869c9525f05a,111f921d-2c1e-47fd-a3af-fa2ee9c3d34e,"""Phone Case Design""",1,Structural,0,1.0,1.0,1.0,0.0
82,f9295264-bc68-4584-b529-8e9180d6bfee,"""John Tablesom II""",Small,"""Tables Inc.""",Invalid,78d7edb2-c16c-4d90-8e53-dcacf80d6fb6,f11cb3da-8709-473c-82c9-ba5a8df4abbe,"""Extending Table Legs""",0,Structural,0,0.0,0.0,0.0,0.0
83,fb2773d4-6420-48c9-912a-de285969b07d,"""Jorge Masvidal""",Medium,"""Sticky thumbs""",Valid,e6d1328b-c283-471c-87b2-d83a5cc0cb00,f43dafd7-cc08-4494-85ac-8f219df03fc4,Thumbtack,0,Material,0,1.0,1.0,0.0,0.0
